Date,Open,High,Low,Close
01-02-2023,18131.7,18215.15,18086.5,18197.45
12/30/2022,18259.1,18265.25,18080.3,18105.3
12/29/2022,18045.7,18229.7,17992.8,18191
12/28/2022,18084.75,18173.1,18068.35,18122.5
12/27/2022,18089.8,18149.25,17967.45,18132.3
12/26/2022,17830.4,18084.1,17774.25,18014.6
12/23/2022,17977.65,18050.45,17779.5,17806.8
12/22/2022,18288.8,18318.75,18068.6,18127.35
12/21/2022,18435.15,18473.35,18162.75,18199.1
12/20/2022,18340.3,18404.9,18202.65,18385.3
12/19/2022,18288.1,18431.65,18244.55,18420.45
12/16/2022,18319.1,18440.95,18255.15,18269
12/15/2022,18614.4,18652.9,18387.7,18414.9
12/14/2022,18671.25,18696.1,18632.9,18660.3
12/13/2022,18524.4,18617.25,18490.2,18608
12-12-2022,18402.15,18521.55,18345.7,18497.15
12-09-2022,18662.4,18664.7,18410.1,18496.6
12-08-2022,18570.85,18625,18536.95,18609.35
12-07-2022,18638.85,18668.3,18528.4,18560.5
12-06-2022,18600.65,18654.9,18577.9,18642.75
12-05-2022,18719.55,18728.6,18591.35,18701.05
12-02-2022,18752.4,18781.95,18639.2,18696.1
12-01-2022,18871.95,18887.6,18778.2,18812.5
11/30/2022,18625.7,18816.05,18616.55,18758.35
11/29/2022,18552.45,18678.1,18552.15,18618.05
11/28/2022,18430.55,18614.25,18365.6,18562.75
11/25/2022,18528.45,18534.9,18445.1,18512.75
11/24/2022,18326.1,18529.7,18294.25,18484.1
11/23/2022,18325.2,18325.4,18246,18267.25
11/22/2022,18179.15,18261.85,18137.7,18244.2
11/21/2022,18246.4,18262.3,18133.35,18159.95
11/18/2022,18382.95,18394.6,18209.8,18307.65
11/17/2022,18358.7,18417.6,18312.95,18343.9
11/16/2022,18398.25,18442.15,18344.15,18409.65
11/15/2022,18362.75,18427.95,18282,18403.4
11/14/2022,18376.4,18399.45,18311.4,18329.15
11-11-2022,18272.35,18362.3,18259.35,18349.7
11-10-2022,18044.35,18103.1,17969.4,18028.2
11-09-2022,18288.25,18296.4,18117.5,18157
11-07-2022,18211.75,18255.5,18064.75,18202.8
11-04-2022,18053.4,18135.1,18017.15,18117.15
11-03-2022,17968.35,18106.3,17959.2,18052.7
11-02-2022,18177.9,18178.75,18048.65,18082.85
11-01-2022,18130.7,18175.8,18060.15,18145.4
10/31/2022,17910.2,18022.8,17899.9,18012.2
10/28/2022,17756.4,17838.9,17723.7,17786.8
10/27/2022,17771.4,17783.9,17654.5,17736.95
10/25/2022,17808.3,17811.5,17637,17656.35
10/24/2022,17736.35,17777.55,17707.4,17730.75
10/21/2022,17622.85,17670.15,17520.75,17576.3
10/20/2022,17423.1,17584.15,17421,17563.95
10/19/2022,17568.15,17607.6,17472.85,17512.25
10/18/2022,17438.75,17527.8,17434.05,17486.95
10/17/2022,17144.8,17328.55,17098.55,17311.8
10/14/2022,17322.3,17348.55,17169.75,17185.7
10/13/2022,17087.35,17112.35,16956.95,17014.35
10-12-2022,17025.55,17142.35,16960.05,17123.6
10-11-2022,17256.05,17261.8,16950.3,16983.55
10-10-2022,17094.35,17280.15,17064.7,17241
